id,name,license_plate,status,status
D_8232,Driver_91,ABC747XYZ,on-duty,on-duty
D_8233,Driver_73,ABC443XYZ,available,available
D_8234,Driver_85,ABC869XYZ,on-duty,on-duty
D_8235,Driver_55,ABC111XYZ,off-duty,off-duty
D_8236,Driver_21,ABC576XYZ,available,available
D_8237,Driver_98,ABC319XYZ,off-duty,off-duty
D_8238,Driver_25,ABC225XYZ,on-duty,on-duty
D_8239,Driver_81,ABC215XYZ,available,available
D_8240,Driver_35,ABC225XYZ,available,available
D_8241,Driver_75,ABC863XYZ,available,available
D_8242,Driver_20,ABC747XYZ,off-duty,off-duty
D_8243,Driver_26,ABC227XYZ,on-duty,on-duty
D_8244,Driver_31,ABC263XYZ,on-duty,on-duty
D_8245,Driver_63,ABC382XYZ,off-duty,off-duty
D_8246,Driver_19,ABC701XYZ,available,available
D_8247,Driver_75,ABC748XYZ,available,available
D_8248,Driver_10,ABC699XYZ,off-duty,off-duty
D_8249,Driver_73,ABC818XYZ,on-duty,on-duty
D_8250,Driver_87,ABC207XYZ,available,available
D_8251,Driver_6,ABC757XYZ,on-duty,on-duty
D_8252,Driver_14,ABC963XYZ,on-duty,on-duty
D_8253,Driver_23,ABC592XYZ,on-duty,on-duty
D_8254,Driver_53,ABC798XYZ,off-duty,off-duty
D_8255,Driver_99,ABC993XYZ,available,available
D_8256,Driver_70,ABC443XYZ,off-duty,off-duty
D_8257,Driver_44,ABC156XYZ,available,available
D_8258,Driver_79,ABC489XYZ,available,available
D_8259,Driver_1,ABC640XYZ,off-duty,off-duty
D_8260,Driver_95,ABC745XYZ,off-duty,off-duty
D_8261,Driver_31,ABC505XYZ,available,available
D_8262,Driver_74,ABC796XYZ,on-duty,on-duty
D_8263,Driver_4,ABC329XYZ,off-duty,off-duty
D_8264,Driver_23,ABC919XYZ,on-duty,on-duty
D_8265,Driver_9,ABC770XYZ,off-duty,off-duty
D_8266,Driver_38,ABC558XYZ,available,available
D_8267,Driver_90,ABC579XYZ,available,available
D_8268,Driver_23,ABC527XYZ,available,available
D_8269,Driver_65,ABC892XYZ,on-duty,on-duty
D_8270,Driver_22,ABC310XYZ,available,available
D_8271,Driver_18,ABC417XYZ,off-duty,off-duty
D_8272,Driver_35,ABC807XYZ,off-duty,off-duty
D_8273,Driver_49,ABC448XYZ,available,available
D_8274,Driver_21,ABC308XYZ,on-duty,on-duty
D_8275,Driver_26,ABC107XYZ,available,available
D_8276,Driver_14,ABC836XYZ,available,available
D_8277,Driver_24,ABC746XYZ,off-duty,off-duty
D_8278,Driver_89,ABC168XYZ,off-duty,off-duty
D_8279,Driver_22,ABC232XYZ,off-duty,off-duty
D_8280,Driver_6,ABC398XYZ,on-duty,on-duty
D_8281,Driver_21,ABC230XYZ,off-duty,off-duty
D_8282,Driver_45,ABC204XYZ,on-duty,on-duty
D_8283,Driver_92,ABC579XYZ,on-duty,on-duty
D_8284,Driver_65,ABC129XYZ,on-duty,on-duty
D_8285,Driver_18,ABC741XYZ,on-duty,on-duty
D_8286,Driver_29,ABC282XYZ,off-duty,off-duty
D_8287,Driver_89,ABC526XYZ,available,available
D_8288,Driver_78,ABC958XYZ,on-duty,on-duty
D_8289,Driver_37,ABC792XYZ,available,available
D_8290,Driver_99,ABC170XYZ,on-duty,on-duty
D_8291,Driver_39,ABC918XYZ,on-duty,on-duty
D_8292,Driver_29,ABC705XYZ,available,available
D_8293,Driver_44,ABC147XYZ,available,available
D_8294,Driver_5,ABC282XYZ,on-duty,on-duty
D_8295,Driver_6,ABC944XYZ,off-duty,off-duty
D_8296,Driver_26,ABC978XYZ,available,available
D_8297,Driver_62,ABC544XYZ,on-duty,on-duty
D_8298,Driver_87,ABC446XYZ,on-duty,on-duty
D_8299,Driver_28,ABC174XYZ,available,available
D_8300,Driver_43,ABC948XYZ,off-duty,off-duty
D_8301,Driver_53,ABC582XYZ,off-duty,off-duty
D_8302,Driver_56,ABC527XYZ,off-duty,off-duty
D_8303,Driver_39,ABC800XYZ,off-duty,off-duty
D_8304,Driver_94,ABC320XYZ,on-duty,on-duty
D_8305,Driver_100,ABC844XYZ,on-duty,on-duty
D_8306,Driver_55,ABC452XYZ,available,available
D_8307,Driver_8,ABC794XYZ,off-duty,off-duty
D_8308,Driver_35,ABC994XYZ,off-duty,off-duty
D_8309,Driver_30,ABC277XYZ,off-duty,off-duty
D_8310,Driver_28,ABC386XYZ,off-duty,off-duty
D_8311,Driver_18,ABC189XYZ,on-duty,on-duty
D_8312,Driver_73,ABC564XYZ,on-duty,on-duty
D_8313,Driver_31,ABC258XYZ,on-duty,on-duty
D_8314,Driver_32,ABC588XYZ,on-duty,on-duty
D_8315,Driver_75,ABC841XYZ,available,available
D_8316,Driver_80,ABC176XYZ,available,available
D_8317,Driver_70,ABC961XYZ,on-duty,on-duty
D_8318,Driver_84,ABC610XYZ,available,available
D_8319,Driver_6,ABC463XYZ,off-duty,off-duty
D_8320,Driver_31,ABC728XYZ,on-duty,on-duty
D_8321,Driver_55,ABC681XYZ,available,available
D_8322,Driver_81,ABC839XYZ,on-duty,on-duty
D_8323,Driver_96,ABC537XYZ,available,available
D_8324,Driver_54,ABC602XYZ,available,available
D_8325,Driver_17,ABC992XYZ,on-duty,on-duty
D_8326,Driver_3,ABC804XYZ,on-duty,on-duty
D_8327,Driver_96,ABC551XYZ,available,available
D_8328,Driver_68,ABC436XYZ,off-duty,off-duty
D_8329,Driver_79,ABC295XYZ,on-duty,on-duty
D_8330,Driver_56,ABC500XYZ,available,available
D_8331,Driver_39,ABC736XYZ,off-duty,off-duty
D_8332,Driver_66,ABC251XYZ,available,available
D_8333,Driver_32,ABC816XYZ,available,available
D_8334,Driver_74,ABC611XYZ,off-duty,off-duty
D_8335,Driver_21,ABC765XYZ,off-duty,off-duty
D_8336,Driver_32,ABC630XYZ,available,available
D_8337,Driver_50,ABC659XYZ,available,available
D_8338,Driver_75,ABC765XYZ,available,available
D_8339,Driver_37,ABC742XYZ,off-duty,off-duty
D_8340,Driver_10,ABC723XYZ,available,available
D_8341,Driver_26,ABC614XYZ,off-duty,off-duty
D_8342,Driver_82,ABC973XYZ,on-duty,on-duty
D_8343,Driver_79,ABC131XYZ,on-duty,on-duty
D_8344,Driver_31,ABC383XYZ,off-duty,off-duty
D_8345,Driver_32,ABC663XYZ,on-duty,on-duty
D_8346,Driver_62,ABC102XYZ,off-duty,off-duty
D_8347,Driver_66,ABC987XYZ,available,available
D_8348,Driver_70,ABC296XYZ,off-duty,off-duty
D_8349,Driver_71,ABC495XYZ,available,available
D_8350,Driver_15,ABC497XYZ,available,available
D_8351,Driver_31,ABC585XYZ,available,available
D_8352,Driver_50,ABC240XYZ,off-duty,off-duty
D_8353,Driver_52,ABC695XYZ,available,available
D_8354,Driver_36,ABC156XYZ,available,available
D_8355,Driver_91,ABC155XYZ,off-duty,off-duty
D_8356,Driver_60,ABC874XYZ,available,available
D_8357,Driver_41,ABC116XYZ,on-duty,on-duty
D_8358,Driver_67,ABC684XYZ,off-duty,off-duty
D_8359,Driver_14,ABC334XYZ,off-duty,off-duty
D_8360,Driver_99,ABC293XYZ,off-duty,off-duty
D_8361,Driver_61,ABC778XYZ,on-duty,on-duty
D_8362,Driver_23,ABC403XYZ,off-duty,off-duty
D_8363,Driver_6,ABC444XYZ,available,available
D_8364,Driver_52,ABC791XYZ,on-duty,on-duty
D_8365,Driver_79,ABC160XYZ,available,available
D_8366,Driver_43,ABC157XYZ,available,available
D_8367,Driver_73,ABC679XYZ,on-duty,on-duty
D_8368,Driver_3,ABC735XYZ,on-duty,on-duty
D_8369,Driver_1,ABC804XYZ,on-duty,on-duty
D_8370,Driver_54,ABC592XYZ,off-duty,off-duty
D_8371,Driver_60,ABC579XYZ,available,available
D_8372,Driver_37,ABC956XYZ,available,available
D_8373,Driver_49,ABC155XYZ,off-duty,off-duty
D_8374,Driver_28,ABC964XYZ,on-duty,on-duty
D_8375,Driver_51,ABC236XYZ,on-duty,on-duty
D_8376,Driver_31,ABC451XYZ,on-duty,on-duty
D_8377,Driver_85,ABC184XYZ,available,available
D_8378,Driver_5,ABC531XYZ,on-duty,on-duty
D_8379,Driver_88,ABC312XYZ,on-duty,on-duty
D_8380,Driver_44,ABC396XYZ,on-duty,on-duty
D_8381,Driver_92,ABC607XYZ,on-duty,on-duty
D_8382,Driver_3,ABC452XYZ,on-duty,on-duty
D_8383,Driver_37,ABC548XYZ,available,available
D_8384,Driver_63,ABC999XYZ,available,available
D_8385,Driver_46,ABC462XYZ,available,available
D_8386,Driver_68,ABC448XYZ,on-duty,on-duty
D_8387,Driver_43,ABC249XYZ,on-duty,on-duty
D_8388,Driver_52,ABC967XYZ,off-duty,off-duty
D_8389,Driver_39,ABC176XYZ,on-duty,on-duty
D_8390,Driver_74,ABC809XYZ,available,available
D_8391,Driver_15,ABC966XYZ,off-duty,off-duty
D_8392,Driver_99,ABC671XYZ,on-duty,on-duty
D_8393,Driver_18,ABC324XYZ,available,available
D_8394,Driver_25,ABC608XYZ,on-duty,on-duty
D_8395,Driver_81,ABC666XYZ,off-duty,off-duty
D_8396,Driver_47,ABC268XYZ,on-duty,on-duty
D_8397,Driver_76,ABC564XYZ,off-duty,off-duty
D_8398,Driver_75,ABC188XYZ,available,available
D_8399,Driver_5,ABC118XYZ,available,available
D_8400,Driver_97,ABC976XYZ,off-duty,off-duty
D_8401,Driver_7,ABC251XYZ,available,available
D_8402,Driver_49,ABC204XYZ,available,available
D_8403,Driver_69,ABC443XYZ,on-duty,on-duty
D_8404,Driver_59,ABC632XYZ,on-duty,on-duty
D_8405,Driver_10,ABC783XYZ,on-duty,on-duty
D_8406,Driver_79,ABC874XYZ,available,available
D_8407,Driver_49,ABC885XYZ,on-duty,on-duty
D_8408,Driver_92,ABC747XYZ,off-duty,off-duty
D_8409,Driver_67,ABC140XYZ,on-duty,on-duty
D_8410,Driver_60,ABC597XYZ,on-duty,on-duty
D_8411,Driver_95,ABC439XYZ,available,available
D_8412,Driver_32,ABC611XYZ,available,available
D_8413,Driver_68,ABC411XYZ,available,available
D_8414,Driver_72,ABC433XYZ,off-duty,off-duty
D_8415,Driver_93,ABC398XYZ,available,available
D_8416,Driver_33,ABC318XYZ,available,available
D_8417,Driver_71,ABC890XYZ,available,available
D_8418,Driver_25,ABC498XYZ,off-duty,off-duty
D_8419,Driver_59,ABC587XYZ,off-duty,off-duty
D_8420,Driver_83,ABC120XYZ,off-duty,off-duty
D_8421,Driver_52,ABC471XYZ,on-duty,on-duty
D_8422,Driver_49,ABC717XYZ,available,available
D_8423,Driver_37,ABC179XYZ,on-duty,on-duty
D_8424,Driver_88,ABC152XYZ,on-duty,on-duty
D_8425,Driver_81,ABC413XYZ,off-duty,off-duty
D_8426,Driver_26,ABC887XYZ,available,available
D_8427,Driver_87,ABC209XYZ,available,available
D_8428,Driver_75,ABC995XYZ,on-duty,on-duty
D_8429,Driver_26,ABC916XYZ,available,available
D_8430,Driver_49,ABC726XYZ,available,available
D_8431,Driver_74,ABC608XYZ,available,available
D_8432,Driver_33,ABC192XYZ,off-duty,off-duty
D_8433,Driver_36,ABC970XYZ,available,available
D_8434,Driver_17,ABC888XYZ,on-duty,on-duty
D_8435,Driver_13,ABC855XYZ,off-duty,off-duty
D_8436,Driver_16,ABC339XYZ,off-duty,off-duty
D_8437,Driver_44,ABC711XYZ,on-duty,on-duty
D_8438,Driver_90,ABC514XYZ,on-duty,on-duty
D_8439,Driver_100,ABC920XYZ,available,available
D_8440,Driver_94,ABC905XYZ,on-duty,on-duty
D_8441,Driver_95,ABC322XYZ,available,available
D_8442,Driver_8,ABC243XYZ,available,available
D_8443,Driver_45,ABC200XYZ,on-duty,on-duty
D_8444,Driver_53,ABC758XYZ,available,available
D_8445,Driver_66,ABC997XYZ,available,available
D_8446,Driver_68,ABC126XYZ,available,available
D_8447,Driver_80,ABC813XYZ,off-duty,off-duty
D_8448,Driver_53,ABC741XYZ,off-duty,off-duty
D_8449,Driver_57,ABC487XYZ,on-duty,on-duty
D_8450,Driver_49,ABC220XYZ,available,available
D_8451,Driver_9,ABC534XYZ,on-duty,on-duty
D_8452,Driver_23,ABC344XYZ,off-duty,off-duty
D_8453,Driver_57,ABC890XYZ,available,available
D_8454,Driver_49,ABC253XYZ,on-duty,on-duty
D_8455,Driver_54,ABC208XYZ,available,available
D_8456,Driver_36,ABC609XYZ,off-duty,off-duty
D_8457,Driver_22,ABC294XYZ,off-duty,off-duty
D_8458,Driver_63,ABC892XYZ,available,available
D_8459,Driver_41,ABC941XYZ,on-duty,on-duty
D_8460,Driver_29,ABC835XYZ,on-duty,on-duty
D_8461,Driver_94,ABC292XYZ,on-duty,on-duty
D_8462,Driver_50,ABC631XYZ,on-duty,on-duty
D_8463,Driver_1,ABC989XYZ,off-duty,off-duty
D_8464,Driver_40,ABC798XYZ,off-duty,off-duty
D_8465,Driver_57,ABC322XYZ,available,available
D_8466,Driver_47,ABC201XYZ,on-duty,on-duty
D_8467,Driver_57,ABC799XYZ,available,available
D_8468,Driver_63,ABC109XYZ,off-duty,off-duty
D_8469,Driver_58,ABC331XYZ,available,available
D_8470,Driver_50,ABC505XYZ,off-duty,off-duty
D_8471,Driver_37,ABC204XYZ,off-duty,off-duty
D_8472,Driver_49,ABC234XYZ,available,available
D_8473,Driver_7,ABC324XYZ,available,available
D_8474,Driver_36,ABC184XYZ,off-duty,off-duty
D_8475,Driver_56,ABC680XYZ,on-duty,on-duty
D_8476,Driver_62,ABC849XYZ,off-duty,off-duty
D_8477,Driver_100,ABC307XYZ,available,available
D_8478,Driver_58,ABC639XYZ,on-duty,on-duty
D_8479,Driver_12,ABC712XYZ,off-duty,off-duty
D_8480,Driver_82,ABC665XYZ,on-duty,on-duty
D_8481,Driver_98,ABC590XYZ,on-duty,on-duty
D_8482,Driver_37,ABC687XYZ,on-duty,on-duty
D_8483,Driver_23,ABC100XYZ,off-duty,off-duty
D_8484,Driver_95,ABC338XYZ,available,available
D_8485,Driver_9,ABC384XYZ,on-duty,on-duty
D_8486,Driver_52,ABC333XYZ,available,available
D_8487,Driver_35,ABC371XYZ,on-duty,on-duty
D_8488,Driver_20,ABC269XYZ,off-duty,off-duty
D_8489,Driver_96,ABC907XYZ,on-duty,on-duty
D_8490,Driver_50,ABC991XYZ,on-duty,on-duty
D_8491,Driver_62,ABC124XYZ,available,available
D_8492,Driver_97,ABC997XYZ,off-duty,off-duty
D_8493,Driver_45,ABC859XYZ,off-duty,off-duty
D_8494,Driver_63,ABC230XYZ,off-duty,off-duty
D_8495,Driver_72,ABC543XYZ,available,available
D_8496,Driver_88,ABC101XYZ,available,available
D_8497,Driver_53,ABC557XYZ,off-duty,off-duty
D_8498,Driver_58,ABC745XYZ,on-duty,on-duty
D_8499,Driver_1,ABC626XYZ,available,available
D_8500,Driver_6,ABC717XYZ,available,available
D_8501,Driver_52,ABC592XYZ,on-duty,on-duty
D_8502,Driver_46,ABC416XYZ,off-duty,off-duty
D_8503,Driver_46,ABC460XYZ,available,available
D_8504,Driver_37,ABC537XYZ,off-duty,off-duty
D_8505,Driver_23,ABC996XYZ,available,available
D_8506,Driver_5,ABC991XYZ,off-duty,off-duty
D_8507,Driver_79,ABC894XYZ,on-duty,on-duty
D_8508,Driver_6,ABC943XYZ,on-duty,on-duty
D_8509,Driver_63,ABC127XYZ,off-duty,off-duty
D_8510,Driver_5,ABC473XYZ,available,available
D_8511,Driver_7,ABC645XYZ,available,available
D_8512,Driver_70,ABC963XYZ,on-duty,on-duty
D_8513,Driver_11,ABC491XYZ,off-duty,off-duty
D_8514,Driver_77,ABC432XYZ,on-duty,on-duty
D_8515,Driver_50,ABC466XYZ,off-duty,off-duty
D_8516,Driver_71,ABC596XYZ,off-duty,off-duty
D_8517,Driver_80,ABC324XYZ,off-duty,off-duty
D_8518,Driver_74,ABC541XYZ,on-duty,on-duty
D_8519,Driver_51,ABC884XYZ,on-duty,on-duty
D_8520,Driver_99,ABC839XYZ,off-duty,off-duty
D_8521,Driver_24,ABC729XYZ,on-duty,on-duty
D_8522,Driver_44,ABC737XYZ,available,available
D_8523,Driver_40,ABC811XYZ,on-duty,on-duty
D_8524,Driver_89,ABC310XYZ,off-duty,off-duty
D_8525,Driver_86,ABC876XYZ,available,available
D_8526,Driver_48,ABC661XYZ,off-duty,off-duty
D_8527,Driver_53,ABC566XYZ,available,available
D_8528,Driver_93,ABC239XYZ,on-duty,on-duty
D_8529,Driver_78,ABC470XYZ,off-duty,off-duty
D_8530,Driver_66,ABC566XYZ,off-duty,off-duty
D_8531,Driver_37,ABC226XYZ,on-duty,on-duty
D_8532,Driver_90,ABC774XYZ,available,available
D_8533,Driver_58,ABC204XYZ,on-duty,on-duty
D_8534,Driver_98,ABC863XYZ,on-duty,on-duty
D_8535,Driver_18,ABC342XYZ,off-duty,off-duty
D_8536,Driver_47,ABC278XYZ,available,available
D_8537,Driver_32,ABC861XYZ,on-duty,on-duty
D_8538,Driver_43,ABC216XYZ,off-duty,off-duty
D_8539,Driver_27,ABC280XYZ,available,available
D_8540,Driver_36,ABC921XYZ,on-duty,on-duty
D_8541,Driver_53,ABC707XYZ,available,available
D_8542,Driver_59,ABC645XYZ,on-duty,on-duty
D_8543,Driver_23,ABC542XYZ,off-duty,off-duty
D_8544,Driver_29,ABC237XYZ,available,available
D_8545,Driver_27,ABC251XYZ,available,available
D_8546,Driver_24,ABC703XYZ,available,available
D_8547,Driver_65,ABC886XYZ,available,available
D_8548,Driver_53,ABC469XYZ,available,available
D_8549,Driver_83,ABC999XYZ,on-duty,on-duty
D_8550,Driver_12,ABC841XYZ,on-duty,on-duty
D_8551,Driver_11,ABC222XYZ,off-duty,off-duty
D_8552,Driver_66,ABC995XYZ,on-duty,on-duty
D_8553,Driver_89,ABC938XYZ,available,available
D_8554,Driver_50,ABC505XYZ,on-duty,on-duty
D_8555,Driver_96,ABC276XYZ,off-duty,off-duty
D_8556,Driver_10,ABC832XYZ,available,available
D_8557,Driver_70,ABC193XYZ,on-duty,on-duty
D_8558,Driver_59,ABC132XYZ,on-duty,on-duty
D_8559,Driver_25,ABC607XYZ,off-duty,off-duty
D_8560,Driver_87,ABC995XYZ,available,available
D_8561,Driver_93,ABC635XYZ,on-duty,on-duty
D_8562,Driver_64,ABC285XYZ,off-duty,off-duty
D_8563,Driver_80,ABC487XYZ,on-duty,on-duty
D_8564,Driver_23,ABC831XYZ,off-duty,off-duty
D_8565,Driver_7,ABC372XYZ,off-duty,off-duty
D_8566,Driver_53,ABC466XYZ,on-duty,on-duty
D_8567,Driver_57,ABC705XYZ,available,available
D_8568,Driver_29,ABC804XYZ,available,available
D_8569,Driver_66,ABC995XYZ,on-duty,on-duty
D_8570,Driver_93,ABC147XYZ,off-duty,off-duty
D_8571,Driver_53,ABC394XYZ,off-duty,off-duty
D_8572,Driver_29,ABC377XYZ,on-duty,on-duty
D_8573,Driver_100,ABC312XYZ,on-duty,on-duty
D_8574,Driver_6,ABC201XYZ,off-duty,off-duty
D_8575,Driver_11,ABC517XYZ,on-duty,on-duty
D_8576,Driver_72,ABC151XYZ,off-duty,off-duty
D_8577,Driver_7,ABC952XYZ,on-duty,on-duty
D_8578,Driver_21,ABC809XYZ,off-duty,off-duty
D_8579,Driver_27,ABC493XYZ,off-duty,off-duty
D_8580,Driver_3,ABC150XYZ,available,available
D_8581,Driver_75,ABC988XYZ,available,available
D_8582,Driver_20,ABC605XYZ,available,available
D_8583,Driver_73,ABC219XYZ,off-duty,off-duty
D_8584,Driver_58,ABC280XYZ,available,available
D_8585,Driver_79,ABC905XYZ,off-duty,off-duty
D_8586,Driver_63,ABC926XYZ,off-duty,off-duty
D_8587,Driver_79,ABC398XYZ,available,available
D_8588,Driver_34,ABC366XYZ,on-duty,on-duty
D_8589,Driver_14,ABC266XYZ,on-duty,on-duty
D_8590,Driver_36,ABC163XYZ,off-duty,off-duty
D_8591,Driver_81,ABC382XYZ,available,available
D_8592,Driver_67,ABC367XYZ,on-duty,on-duty
D_8593,Driver_99,ABC150XYZ,on-duty,on-duty
D_8594,Driver_46,ABC552XYZ,available,available
D_8595,Driver_32,ABC379XYZ,available,available
D_8596,Driver_72,ABC533XYZ,available,available
D_8597,Driver_97,ABC284XYZ,available,available
D_8598,Driver_95,ABC994XYZ,available,available
D_8599,Driver_66,ABC141XYZ,off-duty,off-duty
D_8600,Driver_71,ABC964XYZ,off-duty,off-duty
D_8601,Driver_39,ABC258XYZ,available,available
D_8602,Driver_14,ABC486XYZ,off-duty,off-duty
D_8603,Driver_59,ABC459XYZ,off-duty,off-duty
D_8604,Driver_10,ABC763XYZ,available,available
D_8605,Driver_21,ABC969XYZ,off-duty,off-duty
D_8606,Driver_82,ABC434XYZ,available,available
D_8607,Driver_1,ABC792XYZ,off-duty,off-duty
D_8608,Driver_52,ABC486XYZ,available,available
D_8609,Driver_66,ABC358XYZ,off-duty,off-duty
D_8610,Driver_96,ABC486XYZ,available,available
D_8611,Driver_68,ABC967XYZ,available,available
D_8612,Driver_85,ABC328XYZ,on-duty,on-duty
D_8613,Driver_86,ABC929XYZ,available,available
D_8614,Driver_82,ABC905XYZ,available,available
D_8615,Driver_98,ABC636XYZ,off-duty,off-duty
D_8616,Driver_20,ABC704XYZ,off-duty,off-duty
D_8617,Driver_56,ABC980XYZ,off-duty,off-duty
D_8618,Driver_62,ABC262XYZ,off-duty,off-duty
D_8619,Driver_17,ABC145XYZ,available,available
D_8620,Driver_55,ABC513XYZ,available,available
D_8621,Driver_45,ABC972XYZ,available,available
D_8622,Driver_96,ABC531XYZ,available,available
D_8623,Driver_7,ABC334XYZ,off-duty,off-duty
D_8624,Driver_75,ABC204XYZ,on-duty,on-duty
D_8625,Driver_36,ABC844XYZ,on-duty,on-duty
D_8626,Driver_90,ABC776XYZ,on-duty,on-duty
D_8627,Driver_32,ABC980XYZ,on-duty,on-duty
D_8628,Driver_61,ABC973XYZ,off-duty,off-duty
D_8629,Driver_90,ABC317XYZ,on-duty,on-duty
D_8630,Driver_33,ABC282XYZ,available,available
D_8631,Driver_10,ABC614XYZ,available,available
D_8632,Driver_82,ABC130XYZ,available,available
D_8633,Driver_51,ABC544XYZ,off-duty,off-duty
D_8634,Driver_12,ABC777XYZ,off-duty,off-duty
D_8635,Driver_22,ABC650XYZ,on-duty,on-duty
D_8636,Driver_28,ABC509XYZ,on-duty,on-duty
D_8637,Driver_17,ABC261XYZ,off-duty,off-duty
D_8638,Driver_64,ABC954XYZ,on-duty,on-duty
D_8639,Driver_10,ABC196XYZ,on-duty,on-duty
D_8640,Driver_16,ABC557XYZ,on-duty,on-duty
D_8641,Driver_7,ABC983XYZ,off-duty,off-duty
D_8642,Driver_55,ABC969XYZ,off-duty,off-duty
D_8643,Driver_38,ABC218XYZ,on-duty,on-duty
D_8644,Driver_79,ABC484XYZ,on-duty,on-duty
D_8645,Driver_85,ABC149XYZ,off-duty,off-duty
D_8646,Driver_12,ABC277XYZ,on-duty,on-duty
D_8647,Driver_81,ABC980XYZ,off-duty,off-duty
D_8648,Driver_64,ABC439XYZ,off-duty,off-duty
D_8649,Driver_87,ABC507XYZ,off-duty,off-duty
D_8650,Driver_85,ABC471XYZ,off-duty,off-duty
D_8651,Driver_54,ABC203XYZ,off-duty,off-duty
D_8652,Driver_47,ABC429XYZ,off-duty,off-duty
D_8653,Driver_2,ABC740XYZ,off-duty,off-duty
D_8654,Driver_38,ABC368XYZ,available,available
D_8655,Driver_82,ABC803XYZ,available,available
D_8656,Driver_23,ABC684XYZ,on-duty,on-duty
D_8657,Driver_45,ABC329XYZ,available,available
D_8658,Driver_92,ABC119XYZ,on-duty,on-duty
D_8659,Driver_22,ABC290XYZ,available,available
D_8660,Driver_35,ABC369XYZ,available,available
D_8661,Driver_28,ABC552XYZ,off-duty,off-duty
D_8662,Driver_6,ABC264XYZ,available,available
D_8663,Driver_21,ABC416XYZ,available,available
D_8664,Driver_73,ABC549XYZ,available,available
D_8665,Driver_21,ABC524XYZ,on-duty,on-duty
D_8666,Driver_16,ABC342XYZ,on-duty,on-duty
D_8667,Driver_45,ABC641XYZ,on-duty,on-duty
D_8668,Driver_93,ABC321XYZ,off-duty,off-duty
D_8669,Driver_40,ABC508XYZ,available,available
D_8670,Driver_30,ABC255XYZ,off-duty,off-duty
D_8671,Driver_43,ABC978XYZ,on-duty,on-duty
D_8672,Driver_70,ABC759XYZ,on-duty,on-duty
D_8673,Driver_66,ABC228XYZ,off-duty,off-duty
D_8674,Driver_90,ABC258XYZ,on-duty,on-duty
D_8675,Driver_88,ABC480XYZ,off-duty,off-duty
D_8676,Driver_80,ABC929XYZ,off-duty,off-duty
D_8677,Driver_89,ABC105XYZ,available,available
D_8678,Driver_56,ABC668XYZ,off-duty,off-duty
D_8679,Driver_79,ABC294XYZ,off-duty,off-duty
D_8680,Driver_85,ABC920XYZ,on-duty,on-duty
D_8681,Driver_56,ABC961XYZ,available,available
D_8682,Driver_7,ABC699XYZ,on-duty,on-duty
D_8683,Driver_86,ABC572XYZ,on-duty,on-duty
D_8684,Driver_40,ABC278XYZ,off-duty,off-duty
D_8685,Driver_55,ABC494XYZ,available,available
D_8686,Driver_4,ABC619XYZ,available,available
D_8687,Driver_93,ABC669XYZ,available,available
D_8688,Driver_34,ABC676XYZ,off-duty,off-duty
D_8689,Driver_43,ABC536XYZ,off-duty,off-duty
D_8690,Driver_22,ABC999XYZ,available,available
D_8691,Driver_25,ABC584XYZ,off-duty,off-duty
D_8692,Driver_8,ABC690XYZ,available,available
D_8693,Driver_15,ABC273XYZ,available,available
D_8694,Driver_64,ABC137XYZ,on-duty,on-duty
D_8695,Driver_5,ABC639XYZ,off-duty,off-duty
D_8696,Driver_85,ABC956XYZ,on-duty,on-duty
D_8697,Driver_10,ABC362XYZ,on-duty,on-duty
D_8698,Driver_49,ABC606XYZ,on-duty,on-duty
D_8699,Driver_18,ABC970XYZ,on-duty,on-duty
D_8700,Driver_18,ABC938XYZ,available,available
D_8701,Driver_77,ABC592XYZ,on-duty,on-duty
D_8702,Driver_69,ABC277XYZ,available,available
D_8703,Driver_36,ABC808XYZ,available,available
D_8704,Driver_99,ABC220XYZ,available,available
D_8705,Driver_26,ABC629XYZ,available,available
D_8706,Driver_30,ABC842XYZ,on-duty,on-duty
D_8707,Driver_10,ABC922XYZ,on-duty,on-duty
D_8708,Driver_36,ABC223XYZ,off-duty,off-duty
D_8709,Driver_9,ABC328XYZ,off-duty,off-duty
D_8710,Driver_16,ABC408XYZ,on-duty,on-duty
D_8711,Driver_75,ABC279XYZ,off-duty,off-duty
D_8712,Driver_77,ABC359XYZ,off-duty,off-duty
D_8713,Driver_2,ABC783XYZ,available,available
D_8714,Driver_63,ABC858XYZ,off-duty,off-duty
D_8715,Driver_84,ABC525XYZ,available,available
D_8716,Driver_75,ABC641XYZ,on-duty,on-duty
D_8717,Driver_7,ABC543XYZ,off-duty,off-duty
D_8718,Driver_13,ABC322XYZ,on-duty,on-duty
D_8719,Driver_78,ABC446XYZ,available,available
D_8720,Driver_70,ABC744XYZ,available,available
D_8721,Driver_54,ABC161XYZ,on-duty,on-duty
D_8722,Driver_76,ABC122XYZ,available,available
D_8723,Driver_66,ABC880XYZ,available,available
D_8724,Driver_81,ABC178XYZ,on-duty,on-duty
D_8725,Driver_99,ABC872XYZ,available,available
D_8726,Driver_30,ABC659XYZ,off-duty,off-duty
D_8727,Driver_37,ABC946XYZ,off-duty,off-duty
D_8728,Driver_93,ABC862XYZ,off-duty,off-duty
D_8729,Driver_70,ABC434XYZ,off-duty,off-duty
D_8730,Driver_20,ABC381XYZ,on-duty,on-duty
D_8731,Driver_40,ABC241XYZ,available,available
D_8732,Driver_91,ABC352XYZ,on-duty,on-duty
